url,title,html_url,general_prepro_title,DEVA_prepro_title,"DEVA
valence of text (Vt)","DEVA
arousal of text (At)","DEVA
emotion state of text (Et)",SSSE_prepro_title,"SentiStrength-SE
positive sentiment 
score of text (Pt)","SentiStrength-SE
negative sentiment 
score of comment (Nt)","SentiStrength-SE
overall valence 
of text (Vt)",,,,,
https://api.github.com/repos/TablePlus/TablePlus/issues/744,improve selected table color contrast/pattern when unfocused (similar to issue #292),https://github.com/TablePlus/TablePlus/issues/744,improve selected table color contrastpattern unfocused similar issue,improve selected table color contrast/pattern when unfocused (similar to issue ),-3,-4,Depressed,improve selected table color contrastpattern when unfocused similar to issue,1,-2,negative,,,,,
https://api.github.com/repos/neo-project/proposals/issues/69,NEP: dApp Platform Provider Interface,https://github.com/neo-project/proposals/pull/69,nep dapp platform provider,NEP: dApp Platform Provider,1,-2,Neutral (LA),nep dapp platform provider,1,-1,neutral,,,,,
https://api.github.com/repos/benjjneb/dada2/issues/212,Error when running fastqPairedFilter,https://github.com/benjjneb/dada2/issues/212,error running fastqpairedfilter,Error when running fastqPairedFilter,1,2,Neutral (HA),error when running fastqpairedfilter,1,-1,neutral,,,,,
https://api.github.com/repos/bluesky/bluesky/issues/1150,A general pattern for handling dark frames,https://github.com/bluesky/bluesky/issues/1150,general pattern handling dark frames,A general pattern handling dark frames,1,-3,Neutral (LA),a general pattern handling dark frames,1,-1,neutral,,,,,
https://api.github.com/repos/brave/brave-browser/issues/1222,update appearance section in settings,https://github.com/brave/brave-browser/issues/1222,update appearance section settings,update appearance section settings,1,-2,Neutral (LA),update appearance section settings,1,-1,neutral,,,,,
https://api.github.com/repos/vmware-archive/clarity/issues/4061,Core: remove global style references,https://github.com/vmware-archive/clarity/issues/4061,core remove style references,Core: remove style references,1,-3,Neutral (LA),core remove style references,1,-1,neutral,,,,,
https://api.github.com/repos/BiscuitDevelopment/SkyblockAddons/issues/230,Add a Dark Oak Crafting Pattern,https://github.com/BiscuitDevelopment/SkyblockAddons/issues/230,add dark oak crafting pattern,Add a Dark Oak Crafting Pattern,1,-3,Neutral (LA),add a dark oak crafting pattern,1,-1,neutral,,,,,
https://api.github.com/repos/edmondatto/foodly/issues/4,"Add Weather Applet, Refactor Application",https://github.com/edmondatto/foodly/pull/4,add weather applet refactor application,"Add Weather Applet, Refactor Application",1,-2,Neutral (LA),add weather applet refactor application,1,-1,neutral,,,,,
https://api.github.com/repos/flutter/devtools/issues/1495,Layout Explorer overflow indicator is not showing correctly,https://github.com/flutter/devtools/issues/1495,layout explorer overflow indicator showing correctly,Layout Explorer overflow indicator is not showing correctly,1,-3,Neutral (LA),layout explorer overflow indicator is not showing correctly,1,-1,neutral,,,,,
https://api.github.com/repos/darkreader/darkreader/issues/1819,Update theme for courses.fit.cvut.cz,https://github.com/darkreader/darkreader/pull/1819,update theme coursesfitcvutcz,Update theme courses.fit.cvut.cz,1,-3,Neutral (LA),update theme coursesfitcvutcz,1,-1,neutral,,,,,
https://api.github.com/repos/Automattic/wp-calypso/issues/30004,Signup: Use --color-primary for the background in signup,https://github.com/Automattic/wp-calypso/pull/30004,signup use colorprimary background signup,Signup: Use --color-primary the background signup,1,-4,Neutral (LA),signup use colorprimary the background signup,1,-1,neutral,,,,,
https://api.github.com/repos/dhis2/maps-app/issues/27,Use the new DHIS2 color palette in an MUI theme,https://github.com/dhis2/maps-app/pull/27,use color palette mui theme,Use the color palette an MUI theme,1,-4,Neutral (LA),use the color palette an mui theme,1,-1,neutral,,,,,
https://api.github.com/repos/brarcher/loyalty-card-locker/issues/322,Dark mode,https://github.com/brarcher/loyalty-card-locker/pull/322,dark mode,Dark mode,1,-3,Neutral (LA),dark mode,1,-1,neutral,,,,,
https://api.github.com/repos/ImageMagick/ImageMagick/issues/1319,Different results of -edge 1 -negate -shade 120x45 results in ImageMagick 6 and ImageMagick 7,https://github.com/ImageMagick/ImageMagick/issues/1319,different results edge negate shade results imagemagick imagemagick,Different results of -edge -negate -shade results ImageMagick ImageMagick,1,-3,Neutral (LA),different results of edge negate shade results imagemagick imagemagick,1,-1,neutral,,,,,
https://api.github.com/repos/ProjectIgnis/CardScripts/issues/4,Use SelectUnselect,https://github.com/ProjectIgnis/CardScripts/issues/4,use selectunselect,Use SelectUnselect,1,-2,Neutral (LA),use selectunselect,1,-1,neutral,,,,,
https://api.github.com/repos/beakerbrowser/beaker/issues/1035,Dark mode UI,https://github.com/beakerbrowser/beaker/issues/1035,dark mode ui,Dark mode UI,1,-3,Neutral (LA),dark mode ui,1,-1,neutral,,,,,
https://api.github.com/repos/forumone/gesso/issues/299,Add dark background option for Pattern Lab components,https://github.com/forumone/gesso/pull/299,add dark background option pattern lab components,Add dark background option Pattern Lab components,1,-4,Neutral (LA),add dark background option pattern lab components,1,-1,neutral,,,,,
https://api.github.com/repos/gemrb/gemrb/issues/571,[subviews] Wrong tinting for some char animations/stances,https://github.com/gemrb/gemrb/issues/571,subviews wrong tinting animationsstances,[subviews] Wrong tinting some animations/stances,1,1,Neutral,subviews wrong tinting some animationsstances,1,-1,neutral,,,,,
https://api.github.com/repos/qbittorrent/qBittorrent/issues/6434,Dark Theme,https://github.com/qbittorrent/qBittorrent/issues/6434,dark theme,Dark Theme,1,-3,Neutral (LA),dark theme,1,-1,neutral,,,,,
https://api.github.com/repos/microsoft/azuredatastudio/issues/7207,Color contrast issue in notebooks,https://github.com/microsoft/azuredatastudio/issues/7207,color contrast issue notebooks,Color contrast issue notebooks,1,-3,Neutral (LA),color contrast issue notebooks,1,-1,neutral,,,,,
https://api.github.com/repos/wellcomecollection/platform/issues/4073,Suppress institution subfield in binding notes,https://github.com/wellcomecollection/platform/issues/4073,suppress institution subfield binding notes,Suppress institution subfield binding notes,1,-2,Neutral (LA),suppress institution subfield binding notes,1,-1,neutral,,,,,
https://api.github.com/repos/uradotdesign/works/issues/36,Global Leaks Redesign,https://github.com/uradotdesign/works/issues/36,leaks redesign,Leaks Redesign,1,1,Neutral,leaks redesign,1,-1,neutral,,,,,
https://api.github.com/repos/labsyspharm/ashlar/issues/49,Add coarse alignment step and correct stage positions before layer aligning,https://github.com/labsyspharm/ashlar/pull/49,add coarse alignment step correct stage positions layer aligning,Add coarse alignment step correct stage positions before layer aligning,1,-4,Neutral (LA),add coarse alignment step correct stage positions before layer aligning,1,-1,neutral,,,,,
https://api.github.com/repos/mpv-player/mpv/issues/534,Color Management (OS X): Image is too dark,https://github.com/mpv-player/mpv/issues/534,color management os x image dark,Color Management (OS X): Image is too dark,-2,-4,Depressed,color management os x image is too dark,1,-1,neutral,,,,,
https://api.github.com/repos/vmware-archive/clarity/issues/885,Enhanced Color Palette and Documentation for Design Guidelines,https://github.com/vmware-archive/clarity/issues/885,enhanced color palette documentation design guidelines,Enhanced Color Palette Documentation Design Guidelines,1,-4,Neutral (LA),enhanced color palette documentation design guidelines,1,-1,neutral,,,,,
https://api.github.com/repos/WordPress/gutenberg/issues/16283,Variations (formerly patterns) API for blocks,https://github.com/WordPress/gutenberg/issues/16283,variations formerly patterns api blocks,Variations (formerly patterns) API blocks,1,1,Neutral,variations formerly patterns api blocks,1,-1,neutral,,,,,
https://api.github.com/repos/gravitystorm/openstreetmap-carto/issues/3851,Render bare_rock pattern in landcover-area-symbols,https://github.com/gravitystorm/openstreetmap-carto/pull/3851,render barerock pattern,Render bare_rock pattern,1,-3,Neutral (LA),render barerock pattern,1,-1,neutral,,,,,
https://api.github.com/repos/Omega-Numworks/Omega-Themes/issues/6,Fix Epsilon Light and Dark themes,https://github.com/Omega-Numworks/Omega-Themes/issues/6,fix epsilon light dark themes,Fix Epsilon Light Dark themes,1,-2,Neutral (LA),fix epsilon light dark themes,1,-1,neutral,,,,,
https://api.github.com/repos/mozilla/iris_firefox/issues/3533,Update AboutAddons.Themes class,https://github.com/mozilla/iris_firefox/issues/3533,update aboutaddonsthemes,Update AboutAddons.Themes,1,-2,Neutral (LA),update aboutaddonsthemes,1,-1,neutral,,,,,
https://api.github.com/repos/keymanapp/keyman/issues/2278,"[Web, iOS] Dark Mode support",https://github.com/keymanapp/keyman/issues/2278,web ios dark mode support,"[Web, iOS] Dark Mode support",1,-4,Neutral (LA),web ios dark mode support,1,-1,neutral,,,,,
https://api.github.com/repos/KhronosGroup/glTF-Sample-Viewer/issues/99,Duck.gltf becomes striped pattern in glTF Reference Viewer,https://github.com/KhronosGroup/glTF-Sample-Viewer/issues/99,duckgltf becomes striped pattern gltf reference viewer,Duck.gltf becomes striped pattern glTF Reference Viewer,1,-4,Neutral (LA),duckgltf becomes striped pattern gltf reference viewer,1,-1,neutral,,,,,
https://api.github.com/repos/shimmerproject/Greybird/issues/254,Upstream changes from Greybird Geeko,https://github.com/shimmerproject/Greybird/pull/254,upstream changes greybird geeko,Upstream changes from Greybird Geeko,1,1,Neutral,upstream changes from greybird geeko,1,-1,neutral,,,,,
https://api.github.com/repos/sebgroup/design-library/issues/64,Dark mode,https://github.com/sebgroup/design-library/issues/64,dark mode,Dark mode,1,-3,Neutral (LA),dark mode,1,-1,neutral,,,,,
https://api.github.com/repos/BSData/wh40k-9e/issues/6444,Sokar Pattern Stormbird missing from catalogue,https://github.com/BSData/wh40k-9e/issues/6444,sokar pattern stormbird missing catalogue,Sokar Pattern Stormbird missing from catalogue,1,-3,Neutral (LA),sokar pattern stormbird missing from catalogue,1,-1,neutral,,,,,
https://api.github.com/repos/rickyphewitt/emby-skill/issues/46,Update emby.intent,https://github.com/rickyphewitt/emby-skill/pull/46,update embyintent,Update emby.intent,1,-2,Neutral (LA),update embyintent,1,-1,neutral,,,,,
https://api.github.com/repos/coolsoft-ita/autopintab/issues/7,Bug: Unreadable text in configuration box with dark theme,https://github.com/coolsoft-ita/autopintab/issues/7,bug unreadable text configuration box dark theme,Bug: Unreadable text configuration box dark theme,1,-4,Neutral (LA),bug unreadable text configuration box dark theme,1,-1,neutral,,,,,
https://api.github.com/repos/liferay/clay/issues/2820,Buttons color variations,https://github.com/liferay/clay/issues/2820,buttons color variations,Buttons color variations,1,-3,Neutral (LA),buttons color variations,1,-1,neutral,,,,,
https://api.github.com/repos/zpao/qrcode.react/issues/7,add logo to qrcode,https://github.com/zpao/qrcode.react/pull/7,add logo qrcode,add logo to qrcode,1,-3,Neutral (LA),add logo to qrcode,1,-1,neutral,,,,,
https://api.github.com/repos/volumio/Volumio2-UI/issues/310,[privacy] Remove or opt-in google analytics tracker,https://github.com/volumio/Volumio2-UI/issues/310,privacy remove optin google analytics tracker,[privacy] Remove opt-in google analytics tracker,1,-4,Neutral (LA),privacy remove optin google analytics tracker,1,-1,neutral,,,,,
https://api.github.com/repos/Esri/calcite-colors/issues/41,follow pattern of `-dark` append for dark theme,https://github.com/Esri/calcite-colors/pull/41,follow pattern dark append dark theme,follow pattern of `-dark` append dark theme,1,-3,Neutral (LA),follow pattern of dark append dark theme,1,-1,neutral,,,,,
https://api.github.com/repos/BSData/wh40k-9e/issues/6484,Colossal Flyer ability should be removed from super heavy flyers when they hover.,https://github.com/BSData/wh40k-9e/issues/6484,colossal flyer ability removed heavy flyers hover,Colossal Flyer ability should be removed from heavy flyers when they hover.,1,-3,Neutral (LA),colossal flyer ability should be removed from heavy flyers when they hover,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/2500,Document usage of `is-light` for icons.,https://github.com/canonical/vanilla-framework/pull/2500,document usage islight icons,Document usage of `is-light` icons.,1,-4,Neutral (LA),document usage of islight icons,1,-1,neutral,,,,,
https://api.github.com/repos/yast/yast-theme/issues/106,Support breeze5-icons 5.55.0,https://github.com/yast/yast-theme/pull/106,support,Support,1,-3,Neutral (LA),support,1,-1,neutral,,,,,
https://api.github.com/repos/nextcloud/android/issues/4766,dynamic PNG background,https://github.com/nextcloud/android/issues/4766,dynamic png background,dynamic PNG background,1,-2,Neutral (LA),dynamic png background,1,-1,neutral,,,,,
https://api.github.com/repos/Polyconseil/django-mds/issues/121,Add index on EventRecord.saved_at,https://github.com/Polyconseil/django-mds/pull/121,add index eventrecordsavedat,Add index on,1,-2,Neutral (LA),add index on eventrecordsavedat,1,-1,neutral,,,,,
https://api.github.com/repos/infor-design/enterprise/issues/2708,2541/2588 - Uplift Theme Dark/Contrast Improvements,https://github.com/infor-design/enterprise/pull/2708,uplift theme darkcontrast improvements,- Uplift Theme Dark/Contrast Improvements,1,-3,Neutral (LA),uplift theme darkcontrast improvements,1,-1,neutral,,,,,
https://api.github.com/repos/CUNY-CL/wikipron/issues/76,"Add config options to big scrape, separate scraping and writing within big scrape.",https://github.com/CUNY-CL/wikipron/pull/76,add config options big scrape separate scraping writing within big scrape,"Add config options to big scrape, separate scraping writing within big scrape.",1,-2,Neutral (LA),add config options to big scrape separate scraping writing within big scrape,1,-1,neutral,,,,,
https://api.github.com/repos/boltdesignsystem/bolt/issues/1445,update SVGs to include dark versions and latest feedback,https://github.com/boltdesignsystem/bolt/pull/1445,update svgs dark versions latest feedback,update SVGs to dark versions latest feedback,1,-2,Neutral (LA),update svgs to dark versions latest feedback,1,-1,neutral,,,,,
https://api.github.com/repos/Montana-Code-School/DreamsFront/issues/65,Make dark background pattern,https://github.com/Montana-Code-School/DreamsFront/pull/65,make dark background pattern,Make dark background pattern,1,-3,Neutral (LA),make dark background pattern,1,-1,neutral,,,,,
https://api.github.com/repos/hensm/fx_cast/issues/66,"User Agent Whitelist breaks YouTube's ""New Look""",https://github.com/hensm/fx_cast/issues/66,user agent whitelist breaks youtubes look,"User Agent Whitelist breaks YouTube's ""New Look""",1,-4,Neutral (LA),user agent whitelist breaks youtubes look,1,-1,neutral,,,,,
https://api.github.com/repos/mozilla/addons-server/issues/10284,Prevent add-on version number from ever being empty,https://github.com/mozilla/addons-server/issues/10284,prevent addon version number ever empty,Prevent add-on version number from ever being empty,1,-4,Neutral (LA),prevent addon version number from ever being empty,1,-1,neutral,,,,,
https://api.github.com/repos/vgstation-coders/vgstation13/issues/23893,Dark chapel tile,https://github.com/vgstation-coders/vgstation13/pull/23893,dark chapel tile,Dark chapel tile,1,-4,Neutral (LA),dark chapel tile,1,-1,neutral,,,,,
https://api.github.com/repos/UKHomeOffice/design-system/issues/90,Confirmation pages,https://github.com/UKHomeOffice/design-system/issues/90,confirmation pages,Confirmation pages,1,-2,Neutral (LA),confirmation pages,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/2494,Reorder and add sections to icons page,https://github.com/canonical/vanilla-framework/pull/2494,reorder add sections icons page,Reorder add sections to icons page,1,-3,Neutral (LA),reorder add sections to icons page,1,-1,neutral,,,,,
https://api.github.com/repos/wazuh/wazuh-dashboard-plugins/issues/1730,Fixes 3.10 7.3,https://github.com/wazuh/wazuh-dashboard-plugins/pull/1730,fixes,Fixes,1,1,Neutral,fixes,1,-1,neutral,,,,,
https://api.github.com/repos/Nexus-Mods/Vortex/issues/2570,Bug Report - Other: Dark Souls puts files at the wrong folder,https://github.com/Nexus-Mods/Vortex/issues/2570,bug report dark souls puts files wrong folder,Bug Report - Other: Dark Souls puts files at the wrong folder,1,-4,Neutral (LA),bug report other dark souls puts files at the wrong folder,1,-1,neutral,,,,,
https://api.github.com/repos/mozilla/protocol/issues/492,CTA links now use text underlines instead of borders (#490),https://github.com/mozilla/protocol/pull/492,cta links use text underlines instead borders,CTA links now use text underlines instead of borders (),1,-3,Neutral (LA),cta links now use text underlines instead of borders,1,-1,neutral,,,,,
https://api.github.com/repos/luniehq/lunie/issues/2798,Jordan/session refactor,https://github.com/luniehq/lunie/pull/2798,jordansession refactor,Jordan/session refactor,1,1,Neutral,jordansession refactor,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/2538,Add dark theme support to subnavs,https://github.com/canonical/vanilla-framework/pull/2538,add dark theme support subnavs,Add dark theme support to subnavs,1,-4,Neutral (LA),add dark theme support to subnavs,1,-1,neutral,,,,,
https://api.github.com/repos/Technosoft2000/docker-calibre-web/issues/63,Yesterday start calibre-web with error,https://github.com/Technosoft2000/docker-calibre-web/issues/63,yesterday start calibreweb error,Yesterday start calibre-web error,1,-2,Neutral (LA),yesterday start calibreweb error,1,-1,neutral,,,,,
https://api.github.com/repos/yast/yast-theme/issues/117,Don't leave dead symlinks behind on SLE,https://github.com/yast/yast-theme/pull/117,leave dead symlinks behind sle,Don't leave dead symlinks behind on SLE,1,1,Neutral,dont leave dead symlinks behind on sle,1,-1,neutral,,,,,
https://api.github.com/repos/infor-design/enterprise/issues/2541,Uplift Dark and High Contrast Issues,https://github.com/infor-design/enterprise/issues/2541,uplift dark high contrast issues,Uplift Dark High Contrast Issues,1,-2,Neutral (LA),uplift dark high contrast issues,1,-1,neutral,,,,,
https://api.github.com/repos/python-discord/meta/issues/34,Give paste.pydis.com a colorscheme with better contrast,https://github.com/python-discord/meta/issues/34,give pastepydiscom colorscheme better contrast,Give paste.pydis.com a colorscheme better contrast,1,-2,Neutral (LA),give pastepydiscom a colorscheme better contrast,1,-1,neutral,,,,,
https://api.github.com/repos/HumanCellAtlas/dcp-community/issues/103,Data Citation Plan,https://github.com/HumanCellAtlas/dcp-community/pull/103,data citation plan,Data Citation Plan,1,-2,Neutral (LA),data citation plan,1,-1,neutral,,,,,
https://api.github.com/repos/JBatista1/Chuck-Norris-facts/issues/2,Search Screen Prototype,https://github.com/JBatista1/Chuck-Norris-facts/issues/2,search screen prototype,Search Screen Prototype,1,-2,Neutral (LA),search screen prototype,1,-1,neutral,,,,,
https://api.github.com/repos/KedoKudo/jupyter-ht-hedm/issues/2,Dev,https://github.com/KedoKudo/jupyter-ht-hedm/pull/2,dev,Dev,1,1,Neutral,dev,1,-1,neutral,,,,,
https://api.github.com/repos/gcanti/fp-ts/issues/996,Sum type fold boilerplate,https://github.com/gcanti/fp-ts/issues/996,sum type fold boilerplate,Sum type fold boilerplate,1,-4,Neutral (LA),sum type fold boilerplate,1,-1,neutral,,,,,
https://api.github.com/repos/massgov/mayflower/issues/730,React/DP-15689:  Extend ButtonWithIcon & Add LinkDropdown,https://github.com/massgov/mayflower/pull/730,extend buttonwithicon add linkdropdown,Extend ButtonWithIcon & Add LinkDropdown,1,-2,Neutral (LA),extend buttonwithicon add linkdropdown,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/2446,Update icon colours to $color-mid-dark,https://github.com/canonical/vanilla-framework/pull/2446,update icon colours colormiddark,Update icon colours to $color-mid-dark,1,-3,Neutral (LA),update icon colours to colormiddark,1,-1,neutral,,,,,
https://api.github.com/repos/NativeScript/theme/issues/73,Colors for Headers Question,https://github.com/NativeScript/theme/issues/73,colors headers question,Colors Headers Question,1,-2,Neutral (LA),colors headers question,1,-1,neutral,,,,,
https://api.github.com/repos/Alderon-Games/pathoftitans-bugs/issues/157,Campto Male Default skin issue,https://github.com/Alderon-Games/pathoftitans-bugs/issues/157,campto male skin issue,Campto Male skin issue,1,-3,Neutral (LA),campto male skin issue,1,-1,neutral,,,,,
https://api.github.com/repos/darkreader/darkreader/issues/1483,Add webflow.com to dark-sites.config,https://github.com/darkreader/darkreader/pull/1483,add webflowcom darksitesconfig,Add webflow.com to dark-sites.config,1,-2,Neutral (LA),add webflowcom to darksitesconfig,1,-1,neutral,,,,,
https://api.github.com/repos/CityOfBoston/Iterators/issues/43,2019 08 19 Dark background absent in Transportation- Programs and Initiatives,https://github.com/CityOfBoston/Iterators/issues/43,dark background absent transportation programs initiatives,Dark background absent Transportation- Programs Initiatives,1,-4,Neutral (LA),dark background absent transportation programs initiatives,1,-1,neutral,,,,,
https://api.github.com/repos/boltdesignsystem/bolt/issues/1440,Fix triple band SVG animation,https://github.com/boltdesignsystem/bolt/pull/1440,fix triple band svg animation,Fix triple band SVG animation,1,2,Neutral (HA),fix triple band svg animation,1,-1,neutral,,,,,
https://api.github.com/repos/joomla/backend-template/issues/198,fix test where joomla-pattern-dark couldn't be found,https://github.com/joomla/backend-template/pull/198,fix test joomlapatterndark could found,fix test where joomla-pattern-dark could not be found,1,-3,Neutral (LA),fix test where joomlapatterndark couldnt be found,1,-1,neutral,,,,,
https://api.github.com/repos/oppia/oppia-android/issues/148,Fixes part 1 of #160: initial structure for Concept Card,https://github.com/oppia/oppia-android/pull/148,fixes part initial structure concept card,Fixes part of : initial structure Concept Card,1,-4,Neutral (LA),fixes part of initial structure concept card,1,-1,neutral,,,,,
https://api.github.com/repos/Scirra/Construct-bugs/issues/3430,Update function parameter styles for light/dark themes,https://github.com/Scirra/Construct-bugs/issues/3430,update parameter styles lightdark themes,Update parameter styles light/dark themes,1,-2,Neutral (LA),update parameter styles lightdark themes,1,-1,neutral,,,,,
https://api.github.com/repos/justintadlock/exhale/issues/7,Editor Color replace pattern,https://github.com/justintadlock/exhale/issues/7,editor color replace pattern,Editor Color replace pattern,1,-4,Neutral (LA),editor color replace pattern,1,-1,neutral,,,,,
https://api.github.com/repos/godotengine/godot/issues/862,Multi-pass post-processing shaders,https://github.com/godotengine/godot/issues/862,multipass postprocessing shaders,Multi-pass post-processing shaders,1,-3,Neutral (LA),multipass postprocessing shaders,1,-1,neutral,,,,,
https://api.github.com/repos/Salaah01/dream-homes/issues/13,Homepage Background,https://github.com/Salaah01/dream-homes/issues/13,homepage background,Homepage Background,1,-2,Neutral (LA),homepage background,1,-1,neutral,,,,,
https://api.github.com/repos/tajmone/hugo-book/issues/25,Fix All XRefs,https://github.com/tajmone/hugo-book/issues/25,fix xrefs,Fix All XRefs,1,1,Neutral,fix all xrefs,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/2478,Light border around dark navigation dropdown,https://github.com/canonical/vanilla-framework/issues/2478,light border around dark navigation dropdown,Light border around dark navigation dropdown,1,-2,Neutral (LA),light border around dark navigation dropdown,1,-1,neutral,,,,,
https://api.github.com/repos/wet-boew/wet-boew/issues/8767,Firefox sometimes renders dotted underlines as solid underlines - which impacts abbr[title],https://github.com/wet-boew/wet-boew/issues/8767,firefox sometimes renders dotted underlines solid underlines impacts abbrtitle,Firefox sometimes renders dotted underlines as solid underlines - which impacts abbr[title],1,-4,Neutral (LA),firefox sometimes renders dotted underlines as solid underlines which impacts abbrtitle,1,-1,neutral,,,,,
https://api.github.com/repos/Particular/NServiceBus.Storage.MongoDB/issues/24,Introduce TestableSynchronizedStorageSession,https://github.com/Particular/NServiceBus.Storage.MongoDB/pull/24,introduce,Introduce,1,1,Neutral,introduce,1,-1,neutral,,,,,
https://api.github.com/repos/wevote/WebApp/issues/2469,fixed voter welcome image,https://github.com/wevote/WebApp/pull/2469,fixed voter welcome image,fixed voter welcome image,-2,-3,Depressed,fixed voter welcome image,2,-1,positive,,,,,
https://api.github.com/repos/YannDubs/disentangling-vae/issues/26,[ENH] Visualisation clean-up stage 1,https://github.com/YannDubs/disentangling-vae/pull/26,enh visualisation cleanup stage,[ENH] Visualisation clean-up stage,1,-2,Neutral (LA),enh visualisation cleanup stage,1,-1,neutral,,,,,
https://api.github.com/repos/lovell/sharp/issues/1830,SVG feBlend or mix-blend-mode support,https://github.com/lovell/sharp/issues/1830,svg feblend mixblendmode support,SVG feBlend mix-blend-mode support,1,-4,Neutral (LA),svg feblend mixblendmode support,1,-1,neutral,,,,,
https://api.github.com/repos/mozilla/protocol/issues/420,Protocol FX: Add custom link sizes,https://github.com/mozilla/protocol/issues/420,protocol fx add custom link sizes,Protocol FX: Add custom link sizes,1,-3,Neutral (LA),protocol fx add custom link sizes,1,-1,neutral,,,,,
https://api.github.com/repos/microsoft/microsoft-ui-xaml/issues/1300,Add key names to default control styles,https://github.com/microsoft/microsoft-ui-xaml/pull/1300,add key names control styles,Add key names to control styles,1,-2,Neutral (LA),add key names to control styles,1,-1,neutral,,,,,
https://api.github.com/repos/nayuki/QR-Code-generator/issues/41,Format information generation and placement,https://github.com/nayuki/QR-Code-generator/issues/41,format information generation placement,Format information generation placement,1,-5,Neutral (LA),format information generation placement,1,-1,neutral,,,,,
https://api.github.com/repos/py4dstem/py4DSTEM/issues/35,Add support for Gatan K2 files via a custom memory map,https://github.com/py4dstem/py4DSTEM/pull/35,add support gatan files via custom memory map,Add support Gatan files via a custom memory map,1,-3,Neutral (LA),add support gatan files via a custom memory map,1,-1,neutral,,,,,
https://api.github.com/repos/TerryCavanagh/boscaceoil/issues/69,Draw sharp notes darker than natural notes,https://github.com/TerryCavanagh/boscaceoil/pull/69,draw sharp notes darker natural notes,Draw sharp notes darker natural notes,3,2,Excited,draw sharp notes darker natural notes,2,-1,positive,,,,,
https://api.github.com/repos/Esri/military-tools-geoprocessing-toolbox/issues/405,"Number Features Tool input feature set difficult to see on Dark Theme, label confusing",https://github.com/Esri/military-tools-geoprocessing-toolbox/issues/405,number features tool input feature difficult see dark theme label confusing,"Number Features Tool input feature difficult to see on Dark Theme, label confusing",-3,-4,Depressed,number features tool input feature difficult to see on dark theme label confusing,1,-2,negative,,,,,
https://api.github.com/repos/canonical/design-vanilla-framework/issues/405,Shortlist example frameworks,https://github.com/canonical/design-vanilla-framework/issues/405,shortlist example frameworks,Shortlist example frameworks,1,-2,Neutral (LA),shortlist example frameworks,1,-1,neutral,,,,,
https://api.github.com/repos/cockpit-project/cockpit/issues/12884,firewall: ui restructuring,https://github.com/cockpit-project/cockpit/pull/12884,firewall ui restructuring,firewall: ui restructuring,1,1,Neutral,firewall ui restructuring,1,-1,neutral,,,,,
https://api.github.com/repos/DEEP-IMPACT-AG/cherry/issues/9,👌 IMPROVE: Complete typography patterns,https://github.com/DEEP-IMPACT-AG/cherry/pull/9,improve complete typography patterns,IMPROVE: Complete typography patterns,1,-3,Neutral (LA),improve complete typography patterns,1,-1,neutral,,,,,
https://api.github.com/repos/amperka/Octoliner/issues/14,Add API.md,https://github.com/amperka/Octoliner/pull/14,add apimd,Add API.md,1,-2,Neutral (LA),add apimd,1,-1,neutral,,,,,
https://api.github.com/repos/patternfly/patternfly/issues/1872,Consider Primary modifier for dropdown,https://github.com/patternfly/patternfly/issues/1872,consider primary modifier dropdown,Consider Primary modifier dropdown,1,-4,Neutral (LA),consider primary modifier dropdown,1,-1,neutral,,,,,
https://api.github.com/repos/darktable-org/darktable/issues/3389,Filmic preserve chrominance artifacts,https://github.com/darktable-org/darktable/issues/3389,filmic preserve chrominance artifacts,Filmic preserve chrominance artifacts,1,-3,Neutral (LA),filmic preserve chrominance artifacts,1,-1,neutral,,,,,
https://api.github.com/repos/gravitystorm/openstreetmap-carto/issues/3847,"Adjust width of hedge & citywall rendering from z15 to z19 and add z20, change hedge to @forest",https://github.com/gravitystorm/openstreetmap-carto/pull/3847,adjust width hedge citywall rendering add change hedge,Adjust width of hedge & citywall rendering from to add change hedge to,1,-3,Neutral (LA),adjust width of hedge citywall rendering from to add change hedge to,1,-1,neutral,,,,,
https://api.github.com/repos/gravitystorm/openstreetmap-carto/issues/3855,Remove overlay pattern for natural=sand,https://github.com/gravitystorm/openstreetmap-carto/pull/3855,remove overlay pattern naturalsand,Remove overlay pattern natural=sand,1,-4,Neutral (LA),remove overlay pattern naturalsand,1,-1,neutral,,,,,
https://api.github.com/repos/KhalisFoundation/sttm-web/issues/698,Reset Center Align & Reposition option,https://github.com/KhalisFoundation/sttm-web/pull/698,reset center align reposition option,Reset Center Align & Reposition option,1,-4,Neutral (LA),reset center align reposition option,1,-1,neutral,,,,,
https://api.github.com/repos/lkd70/PiHole-Dark/issues/5,Add black background,https://github.com/lkd70/PiHole-Dark/issues/5,add black background,Add black background,1,-2,Neutral (LA),add black background,1,-1,neutral,,,,,
https://api.github.com/repos/groue/GRDB.swift/issues/643,Migrating existing DB to an AppGroup,https://github.com/groue/GRDB.swift/issues/643,migrating existing db appgroup,Migrating existing DB to an AppGroup,1,1,Neutral,migrating existing db to an appgroup,1,-1,neutral,,,,,
